tweet_id,text,rating_numerator,rating_denominator,name,year,month,day,Dog_type,image_url,prediction,pourcentage,predicted_breed,favorites,retweets
889638837579907072,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12.0,10.0,Ted,2017,7,25,,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French Bulldog,99.17,True,27672,4735
889531135344209921,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13.0,10.0,Stuart,2017,7,24,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,Golden Retriever,95.34,True,15359,2321
889278841981685760,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13.0,10.0,Oliver,2017,7,24,,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,Whippet,62.62,True,25652,5637
888917238123831296,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12.0,10.0,Jim,2017,7,23,,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,Golden Retriever,71.47,True,29611,4709
888804989199671297,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13.0,10.0,Zeke,2017,7,22,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,Golden Retriever,46.98,True,26080,4559
888554962724278272,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13.0,10.0,Ralphus,2017,7,22,,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian Husky,70.04,True,20290,3732
888078434458587136,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12.0,10.0,Gerald,2017,7,20,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French Bulldog,99.5,True,22201,3653
887705289381826560,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13.0,10.0,Jeffrey,2017,7,19,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,Basset,82.17,True,30779,5609
887517139158093824,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14.0,10.0,such,2017,7,19,,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,Limousine,13.04,False,46959,12082
887473957103951883,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13.0,10.0,Canela,2017,7,19,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,80.92,True,69871,18781
887343217045368832,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13.0,10.0,None,2017,7,18,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican Hairless,33.07,True,34222,10737
887101392804085760,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12.0,10.0,None,2017,7,18,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,73.39,True,31061,6167
886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13.0,10.0,Maya,2017,7,17,,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,79.35,True,35859,8084
886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13.0,10.0,Mingus,2017,7,16,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,Kuvasz,30.97,True,12306,3443
886680336477933568,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13.0,10.0,Derek,2017,7,16,,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,Convertible,73.9,False,22798,4610
886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12.0,10.0,Roscoe,2017,7,15,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French Bulldog,99.92,True,21524,3316
886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13.0,10.0,Waffles,2017,7,15,,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,Pug,94.36,True,28469,6523
885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12.0,10.0,Jimbo,2017,7,14,,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim Spaniel,97.25,True,33382,7097
885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13.0,10.0,Maisey,2017,7,13,,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,Pug,36.93,True,36689,6683
885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13.0,10.0,None,2017,7,12,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,Malamute,81.25,True,22367,4556
884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12.0,10.0,Earl,2017,7,12,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian Greyhound,25.99,True,68152,16439
884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13.0,10.0,Lola,2017,7,11,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,Chow,82.21,True,28514,6096
884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13.0,10.0,Kevin,2017,7,11,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,Pug,54.64,True,24765,5100
884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14.0,10.0,None,2017,7,10,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,99.32,True,27478,5856
884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12.0,10.0,Yogi,2017,7,9,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German Shepherd,70.7,True,20771,3128
883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12.0,10.0,Noah,2017,7,9,,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,61.09,True,22349,3586
883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",13.5,10.0,Bella,2017,7,8,,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,Golden Retriever,94.31,True,46860,10407
883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13.0,10.0,Grizzwald,2017,7,7,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Chow,98.8,True,22986,3825
883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13.0,10.0,None,2017,7,7,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,Golden Retriever,94.96,True,37914,6949
882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13.0,10.0,Rusty,2017,7,6,,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo Dog,46.68,True,24445,4122
882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12.0,10.0,Gus,2017,7,6,,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador Retriever,85.0,True,28903,5134
882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13.0,10.0,Stanley,2017,7,5,,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,54.3,True,28382,6342
882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13.0,10.0,Alfy,2017,7,4,,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,Golden Retriever,76.22,True,45880,12118
882045870035918850,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13.0,10.0,Koko,2017,7,4,,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,Web Site,94.96,False,29900,5203
881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12.0,10.0,Rey,2017,7,3,,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,29.15,True,24773,3533
881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13.0,10.0,Gary,2017,7,3,,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,52.9,True,51522,11099
881536004380872706,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14.0,10.0,a,2017,7,2,pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,28.15,True,50199,16570
881268444196462592,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12.0,10.0,Elliot,2017,7,1,,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,Tusker,47.33,False,23501,5358
880935762899988482,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13.0,10.0,Louis,2017,6,30,,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,Street Sign,25.18,False,17346,2886
880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12.0,10.0,None,2017,6,30,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,79.14,True,21734,3989
880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12.0,10.0,Bella,2017,6,29,,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,Golden Retriever,91.33,True,29075,6546
880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12.0,10.0,Jesse,2017,6,29,,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,23.85,True,27640,4436
880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11.0,10.0,None,2017,6,28,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,Miniature Pinscher,12.03,True,28150,4533
879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13.0,10.0,Romeo,2017,6,28,,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,Basset,81.35,True,22667,3642
879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12.0,10.0,Bailey,2017,6,27,,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German Short-Haired Pointer,47.99,True,23822,3323
879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13.0,10.0,Duddles,2017,6,26,,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English Springer,38.34,True,107956,45849
879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12.0,10.0,Jack,2017,6,26,,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Tricycle,66.36,False,17099,3261
879050749262655488,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11.0,10.0,Steven,2017,6,25,,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,Tabby,31.19,False,23022,4941
879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13.0,10.0,Beau,2017,6,25,,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,Vizsla,96.05,True,19317,2812
878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13.0,10.0,Snoopy,2017,6,25,,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian Greyhound,73.47,True,19763,4319
878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13.0,10.0,Shadow,2017,6,23,,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,Basset,32.04,True,7913,1349
878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14.0,10.0,Emmy,2017,6,23,,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French Bulldog,83.91,True,42876,7181
877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13.0,10.0,Aja,2017,6,22,,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake Bay Retriever,83.8,True,71144,17300
877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12.0,10.0,Penny,2017,6,21,,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,Basset,99.54,True,23258,3994
877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13.0,10.0,Dante,2017,6,21,,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,51.0,True,27907,5414
877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12.0,10.0,Nelly,2017,6,20,,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,93.11,True,27755,5880
876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12.0,10.0,Ginger,2017,6,19,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,Bloodhound,57.58,True,21125,3506
876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13.0,10.0,Benedict,2017,6,18,,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,Golden Retriever,87.46,True,19163,2511
876120275196170240,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13.0,10.0,Venti,2017,6,17,puppo,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese Mountain Dog,53.43,True,28490,4903
875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13.0,10.0,Goose,2017,6,16,,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador Retriever,79.96,True,25773,4497
875144289856114688,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13.0,10.0,Nugget,2017,6,15,,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian Husky,24.5,True,22185,5081
875021211251597312,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12.0,10.0,None,2017,6,14,,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West Highland White Terrier,71.43,True,26022,4922
874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12.0,10.0,Cash,2017,6,13,,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador Retriever,83.61,True,28439,4875
874296783580663808,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13.0,10.0,Jed,2017,6,12,pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,Cocker Spaniel,43.72,True,26651,4308
874057562936811520,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12.0,10.0,None,2017,6,12,,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,Flat-Coated Retriever,83.22,True,23134,4125
874012996292530176,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13.0,10.0,Sebastian,2017,6,11,puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,80.67,True,35501,11007
873580283840344065,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13.0,10.0,None,2017,6,10,,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,Newfoundland,67.85,True,24837,4143
873213775632977920,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12.0,10.0,Sierra,2017,6,9,,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,Vizsla,61.98,True,7467,1667
872967104147763200,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12.0,10.0,None,2017,6,9,doggo,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,Labrador Retriever,47.69,True,28031,5669
872820683541237760,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13.0,10.0,None,2017,6,8,,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,Pug,99.91,True,15029,3884
872620804844003328,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13.0,10.0,Monkey,2017,6,8,,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,Cocker Spaniel,51.32,True,21309,3911
872486979161796608,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12.0,10.0,None,2017,6,7,,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,Pembroke,93.19,True,41606,9429
872261713294495745,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,13.0,10.0,Harry,2017,6,7,,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,Labrador Retriever,97.2,True,35085,6649
872122724285648897,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,12.0,10.0,Kody,2017,6,6,,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,Basketball,80.84,False,35324,8549
871879754684805121,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13.0,10.0,Lassie,2017,6,6,,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Shetland Sheepdog,96.92,True,39090,11918
871762521631449091,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12.0,10.0,Rover,2017,6,5,pupper,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,Labrador Retriever,92.14,True,20787,3678
871515927908634625,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,12.0,10.0,Napolean,2017,6,4,doggo,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,Komondor,97.48,True,20730,3628
871032628920680449,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",13.0,10.0,Boomer,2017,6,3,,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,Kelpie,39.81,True,23255,3999
870804317367881728,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,11.0,10.0,None,2017,6,3,,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,Home Theater,16.83,False,33791,6393
870656317836468226,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",13.0,10.0,Cody,2017,6,2,,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,Pembroke,94.55,True,12819,2817
870374049280663552,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,13.0,10.0,Zoey,2017,6,1,,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,Golden Retriever,84.1,True,85011,27680
